id;Name;Gender;Produit;Type;Prix;Date
2255;Obinna Chukwu;Male;Bouteille de shampoing Head & Shoulders;Hygiène;1500;2023-12-19 01:44:00.0000000
2256;Samantha Moore;Female;Rillettes de canard;Charcuterie;1400;2023-12-16 23:42:00.0000000
2257;Dean Cook;Male;Paquet de chips Tortilla;Snack;1000;2023-11-04 00:54:00.0000000
2258;Helen Russell;Female;Crème pour les pieds Scholl;Produits de soin pour les pieds;1500;2023-12-03 01:18:00.0000000
2259;Megan Garcia;Female;Rillettes de poisson;Charcuterie;1300;2023-11-11 19:33:00.0000000
2260;Ryan Turner;Male;Dentifrice protection caries Sensodyne;Produits d'hygiène dentaire;500;2023-12-14 18:02:00.0000000
2261;Brenda Sanchez;Female;Boîte de kleenex;Hygiène;1000;2023-12-21 15:55:00.0000000
2262;Nathan Butler;Male;Saucisse de Morteau;Charcuterie;1600;2023-12-16 09:51:00.0000000
2263;Babatunde Adewale;Male;Bouteille de jus de pomme;Jus;1500;2023-11-18 22:47:00.0000000
2264;Fatima Nkrumah;Female;Terrine de faisan aux raisins;Charcuterie;1700;2023-11-21 14:32:00.0000000
2265;Carol Ward;Female;Pâté de lapin;Charcuterie;1300;2023-11-06 22:46:00.0000000
2266;Jumaane Diop;Male;Déodorant spray sans gaz propulseur Nivea;Produits d'hygiène;800;2023-12-02 18:12:00.0000000
2267;Kevin Rivera;Male;Sachet de sel iodé;Condiment;500;2023-11-04 07:23:00.0000000
2268;Mohammed Maalouf;Male;Saucisse de veau;Charcuterie;1600;2023-11-28 03:55:00.0000000
2269;Nkosi Dlamini;Male;Pot de crème glacée Carte d'Or;Glaces;2000;2023-12-28 22:35:00.0000000
2270;John Smith;Male;Baume après-rasage hydratant Nivea;Produits de rasage;700;2023-12-07 16:11:00.0000000
2271;Tariq Ndlovu;Male;Crème anti-rides Nivea;Produits de soin pour le visage;2500;2023-12-10 05:28:00.0000000
2272;Samantha Moore;Female;Barre de chocolat Milka;Chocolat;750;2023-11-30 15:34:00.0000000
2273;Bella Hernandez;Female;Saucisse de canard;Charcuterie;1600;2023-12-29 07:00:00.0000000
2274;Madison Foster;Female;Pâté de lièvre;Charcuterie;1800;2023-11-24 06:00:00.0000000
2275;Amaechi Okafor;Female;Spray corporel rafraîchissant Axe;Produits de soin pour le corps;800;2023-12-23 07:01:00.0000000
2276;Ava Martinez;Female;Rillettes de thon;Charcuterie;1500;2023-11-10 04:50:00.0000000
2277;Ava Martinez;Female;Crème pour les mains Neutrogena;Produits de soin pour les mains;1000;2023-12-23 00:50:00.0000000
2278;Michelle Howard;Female;Rillettes de thon au basilic;Charcuterie;1500;2023-12-22 01:46:00.0000000
2279;Matthew Anderson;Male;Crème solaire enfant biodégradable Uriage;Produits de protection solaire;2000;2023-12-23 01:29:00.0000000
2280;Daniel Jones;Male;Déodorant spray sans gaz propulseur Nivea;Produits d'hygiène;800;2023-12-16 19:06:00.0000000
2281;Mason Taylor;Male;Bouteille d'eau minérale Cristaline;Eau;500;2023-11-06 09:59:00.0000000
2282;Eli Baker;Male;Pâté de campagne;Charcuterie;1200;2023-11-05 16:53:00.0000000
2283;Bella Hernandez;Female;Coppa;Charcuterie;1600;2023-11-11 16:44:00.0000000
2284;Nneka Nwadike;Female;Saucisse de porc;Charcuterie;1600;2023-11-06 17:27:00.0000000
2285;Deborah Ross;Female;Crème de nuit régénérante L'Oréal;Produits de soin pour le visage;1200;2023-12-12 10:01:00.0000000
2286;Bintou Traoré;Female;Gel douche relaxant à la lavande L'Occitane;Produits de douche;1200;2023-11-07 18:35:00.0000000
2287;Morgan Torres;Female;Tube de dentifrice Colgate;Hygiène;750;2023-12-26 04:36:00.0000000
2288;Kwadwo Keita;Male;Sachet de thé rooibos;Thé;500;2023-11-14 01:14:00.0000000
2289;Nabila Cissé;Female;Sachet de sucre vanillé;Sucrerie;500;2023-11-10 05:42:00.0000000
2290;Linda Perez;Female;Saucisse au poivre;Charcuterie;1600;2023-11-28 06:16:00.0000000
2291;Megan Garcia;Female;Jambon de la Vallée d'Aoste;Charcuterie;2000;2023-11-28 09:51:00.0000000
2292;Michelle Campbell;Female;Jambon blanc;Charcuterie;1000;2023-11-18 18:53:00.0000000
2293;Anthony Hill;Male;Gel douche relaxant à la lavande L'Occitane;Produits de douche;1200;2023-12-17 14:43:00.0000000
2294;William Hernandez;Male;Crème réparatrice Cicabiafine;Produits de soin pour le corps;1500;2023-12-13 08:44:00.0000000
2295;Richard Martin;Male;Paquet de biscuits Oreo;Biscuits;1000;2023-11-26 06:11:00.0000000
2296;Kwesi Bonsu;Male;Sachet de graines de chia;Condiment;1000;2023-12-23 04:00:00.0000000
2297;Babatunde Adewale;Male;Saucisse fumée;Charcuterie;1400;2023-12-19 13:57:00.0000000
2298;Leah Adams;Female;Baume nourrissant pour les mains Nuxe;Produits de soin pour les mains;1000;2023-12-25 11:15:00.0000000
2299;Kwame Mensah;Male;Jambon d'Auvergne;Charcuterie;2000;2023-11-01 11:03:00.0000000
2300;Jessica Davis;Female;Saucisse de canard;Charcuterie;1600;2023-11-27 16:12:00.0000000
2301;Mamoudou Keita;Male;Démaquillant pour les yeux bi-phasé Nivea;Produits de démaquillage;1200;2023-12-26 17:10:00.0000000
2302;Fatoumata Camara;Female;Paquet de popcorn sucré;Snack;750;2023-11-17 11:28:00.0000000
2303;Jamila Kamara;Female;Démaquillant bi-phasé Maybelline;Produits de démaquillage;1200;2023-12-01 06:25:00.0000000
2304;Frances Coleman;Female;Dentifrice protection caries Sensodyne;Produits d'hygiène dentaire;500;2023-12-01 22:06:00.0000000
2305;Bintou Traoré;Female;Gel douche hydratant Dove;Produits de douche;1200;2023-12-10 06:18:00.0000000
2306;Linda Perez;Female;Pâté de cerf;Charcuterie;1800;2023-11-10 10:07:00.0000000
2307;Akafo Jane;Female;Crème réparatrice Cicabiafine;Produits de soin pour le corps;1500;2023-11-04 18:44:00.0000000
2308;Fanta Diallo;Female;Jambon de Luxeuil;Charcuterie;2000;2023-12-15 17:45:00.0000000
2309;Eugene Washington;Male;Saucisson aux noisettes;Charcuterie;1400;2023-11-11 21:31:00.0000000
2310;Fatima Keita;Female;Jambon de Parme;Charcuterie;2000;2023-12-11 20:05:00.0000000
2311;Cynthia Murphy;Female;Paquet de pâtes Barilla;Alimentation;1000;2023-12-15 06:34:00.0000000
2312;Matthew Lee;Male;Sachet de pâtes de curry rouge;Condiment;750;2023-11-15 20:57:00.0000000
2313;Kwadwo Keita;Male;Terrine de lapin;Charcuterie;1600;2023-12-10 18:46:00.0000000
2314;Akafo Jane;Female;Lingettes démaquillantes biodégradables à l'huile d'amande Neutrogena;Produits de démaquillage;800;2023-12-30 07:30:00.0000000
2315;Saidi Jalloh;Male;Pâté de lapin aux pistaches;Charcuterie;1800;2023-12-01 12:20:00.0000000
2316;Chinwe Ogbonna;Female;Shampooing doux sans sulfates Timotei;Produits de soin capillaire;1500;2023-11-09 20:14:00.0000000
2317;Jelani Jalloh;Male;Jambon de Parme;Charcuterie;2000;2023-12-02 05:21:00.0000000
2318;Dorothy Adams;Female;Terrine de chevreuil;Charcuterie;1700;2023-12-21 02:29:00.0000000
2319;Tariq Ndlovu;Male;Paquet de cacahuètes;Snack;750;2023-11-29 17:27:00.0000000
2320;Jacqueline Parker;Female;Coppa;Charcuterie;1600;2023-12-08 15:47:00.0000000
2321;Julia Bell;Female;Rillettes de lapin;Charcuterie;1300;2023-12-07 14:49:00.0000000
2322;Cynthia Murphy;Female;Pâté de pigeon;Charcuterie;1800;2023-12-04 01:19:00.0000000
2323;Nancy Wright;Female;Pain de savon Lux;Hygiène;500;2023-12-22 20:51:00.0000000
2324;Nicole King;Female;Gel douche exfoliant au sel marin Neutrogena;Produits de douche;1200;2023-12-07 17:18:00.0000000
2325;Ruth Foster;Female;Gel douche Nivea;Produits de douche;1200;2023-11-28 15:42:00.0000000
2326;Kwabena Osei;Male;Baume après-rasage Gillette;Produits de rasage;700;2023-12-15 23:31:00.0000000
2327;Mason Taylor;Male;Terrine de campagne;Charcuterie;1900;2023-11-25 08:36:00.0000000
2328;Eli Baker;Male;Jambon d'Auvergne;Charcuterie;2000;2023-12-20 08:53:00.0000000
2329;Ashley Garcia;Female;Boîte de maïs en conserve;Condiment;750;2023-11-09 10:05:00.0000000
2330;Nneka Nwadike;Female;Saucisson à la mirabelle;Charcuterie;1400;2023-11-21 19:10:00.0000000
2331;Samantha Barnes;Female;Saucisse de foie;Charcuterie;1800;2023-12-02 05:19:00.0000000
2332;Avery Murphy;Female;Shampooing hydratant Pantene;Produits de soin capillaire;1500;2023-11-07 20:20:00.0000000
2333;Andrew Turner;Male;Pâté de lapin aux noisettes;Charcuterie;1800;2023-11-10 14:20:00.0000000
2334;Emily Howard;Female;Jambon de la Forêt Noire;Charcuterie;2000;2023-12-17 01:04:00.0000000
2335;Nadia Kamara;Female;Jambon de la Forêt Noire;Charcuterie;2000;2023-12-09 21:29:00.0000000
2336;Margaret Scott;Female;Lotion purifiante pour le visage Neutrogena;Produits de soin pour le visage;1200;2023-12-12 11:01:00.0000000
2337;Natalie Flores;Female;Crème pour les mains Neutrogena;Produits de soin pour les mains;1000;2023-11-28 22:35:00.0000000
2338;Fatoumata Diop;Female;Bouteille de sirop de grenadine;Boisson;750;2023-12-23 21:55:00.0000000
2339;Mamoudou Chukwu;Male;Paquet de chips Tortilla;Snack;1000;2023-12-12 01:47:00.0000000
2340;Emily Carter;Female;Lotion apaisante après-rasage Nivea;Produits de rasage;700;2023-12-26 21:02:00.0000000
2341;Gary Cooper;Male;Dentifrice protection gencives Parodontax;Produits d'hygiène dentaire;500;2023-12-10 18:15:00.0000000
2342;Mamadou Diallo;Male;Baume nourrissant pour les mains Nuxe;Produits de soin pour les mains;1000;2023-12-05 20:54:00.0000000
2343;Babatunde Adewale;Male;Rillettes de thon au piment d'Espelette;Charcuterie;1500;2023-11-03 04:27:00.0000000
2344;Shawn Taylor;Male;Bouteille de shampoing Head & Shoulders;Hygiène;1500;2023-12-08 02:50:00.0000000
2345;Aminata Cissé;Female;Sachet de sucre vanillé;Sucrerie;500;2023-12-29 13:53:00.0000000
2346;Laura Kelly;Female;Pâté de chevreuil;Charcuterie;1800;2023-11-28 03:45:00.0000000
2347;Uzoma Okoro;Male;Démaquillant pour les yeux Nivea;Produits de démaquillage;1200;2023-12-31 13:00:00.0000000
2348;Sekou Diop;Male;Gel nettoyant visage doux Nivea;Produits de soin pour le visage;1800;2023-12-03 11:02:00.0000000
2349;Abigail Mensah;Female;Pain de savon Lux;Hygiène;500;2023-11-20 14:53:00.0000000
2350;Yemi Adegbola;Female;Gel coiffant effet brillant Schwarzkopf;Produits de coiffure;1500;2023-11-15 02:17:00.0000000
2351;Mamadou Diallo;Male;Déodorant Rexona;Produits d'hygiène;800;2023-11-12 11:59:00.0000000
2352;Theresa Sanders;Female;Bouteille de shampoing Head & Shoulders;Hygiène;1500;2023-11-26 19:27:00.0000000
2353;Bella Hernandez;Female;Shampooing hydratant Pantene;Produits de soin capillaire;1500;2023-11-27 20:49:00.0000000
2354;Chinelo Nwachukwu;Female;Saucisse fumée;Charcuterie;1400;2023-12-22 03:25:00.0000000
2355;Kwadwo Mensah;Male;Sachet de graines de sésame;Condiment;750;2023-12-30 19:21:00.0000000
2356;Daniel Lewis;Male;Saucisson au roquefort;Charcuterie;1400;2023-12-24 02:17:00.0000000
2357;Zachary Hall;Male;Terrine de lapin;Charcuterie;1600;2023-12-08 20:34:00.0000000
2358;Nabila Bah;Female;Saucisse de Strasbourg;Charcuterie;1700;2023-11-24 10:56:00.0000000
2359;Nicholas Powell;Male;Lingettes démaquillantes biodégradables à l'huile d'amande Neutrogena;Produits de démaquillage;800;2023-11-26 12:59:00.0000000
2360;Maria Martinez;Female;Crème solaire peaux sensibles Avène;Produits de protection solaire;2000;2023-11-14 09:27:00.0000000
2361;Osei Bonsu;Male;Saucisson de Lyon;Charcuterie;1400;2023-11-10 04:53:00.0000000
2362;Caroline Bailey;Female;Saucisse de canard;Charcuterie;1600;2023-12-04 19:21:00.0000000
2363;Cameron Cox;Male;Jambon de Luxeuil;Charcuterie;2000;2023-12-08 22:50:00.0000000
2364;Adjoa Boateng;Female;Lotion purifiante pour le visage Neutrogena;Produits de soin pour le visage;1200;2023-11-27 16:16:00.0000000
2365;Harold Simmons;Male;Saucisse de foie;Charcuterie;1800;2023-11-17 21:35:00.0000000
2366;David Bell;Male;Saucisse de volaille;Charcuterie;1600;2023-11-05 06:45:00.0000000
2367;Simba Moyo;Male;Terrine de pigeon;Charcuterie;1700;2023-12-08 07:34:00.0000000
2368;Megan Garcia;Female;Boîte de haricots verts en conserve;Condiment;750;2023-12-31 13:41:00.0000000
2369;Nadia Diallo;Female;Saucisson au roquefort;Charcuterie;1400;2023-11-18 23:24:00.0000000
2370;Daniel Phillips;Male;Déodorant stick Narta;Produits d'hygiène;800;2023-12-20 15:32:00.0000000
2371;Luke Foster;Male;Sac de croquettes pour chien Pedigree;Animaux;2000;2023-11-09 02:58:00.0000000
2372;Kelly Ramirez;Female;Jambon de la Forêt Noire;Charcuterie;2000;2023-11-27 13:58:00.0000000
2373;Marie Kelly;Female;Pot de confiture de fraises;Condiment;1000;2023-11-26 11:03:00.0000000
2374;Nneka Nwadike;Female;Lingettes démaquillantes Nivea;Produits de démaquillage;800;2023-11-25 07:26:00.0000000
2375;Osei Bonsu;Male;Sac de croquettes pour chat Whiskas;Animaux;1500;2023-12-12 09:06:00.0000000
2376;Kwaku Amponsah;Male;Baume nourrissant pour les mains L'Occitane;Produits de soin pour les mains;1000;2023-11-20 08:50:00.0000000
2377;Saidi Jalloh;Male;Déodorant Rexona;Produits d'hygiène;800;2023-12-22 09:22:00.0000000
2378;Steven Collins;Male;Crème solaire visage et corps biodégradable La Roche-Posay;Produits de protection solaire;2000;2023-11-13 01:39:00.0000000
2379;Babajide Adebayo;Male;Lingettes démaquillantes Nivea;Produits de démaquillage;800;2023-12-10 00:13:00.0000000
2380;Yaa Nkrumah;Female;Saucisse de dinde;Charcuterie;1600;2023-11-19 11:59:00.0000000
2381;Mary Taylor;Female;Paquet de biscuits Oreo;Biscuits;1000;2023-11-17 18:15:00.0000000
2382;Sara Henderson;Female;Terrine de biche;Charcuterie;1700;2023-12-13 17:02:00.0000000
2383;Zoe Nelson;Female;Terrine de perdreau;Charcuterie;1700;2023-12-20 16:34:00.0000000
2384;Juan Collins;Male;Crème solaire enfants Uriage;Produits de protection solaire;2000;2023-11-03 07:12:00.0000000
2385;Daniel Jones;Male;Pâté de foie;Charcuterie;1100;2023-12-12 05:21:00.0000000
2386;Kemi Adeyemi;Female;Sachet de poivre noir;Condiment;500;2023-12-29 05:54:00.0000000
2387;Fatoumata Diop;Female;Gel coiffant effet mat Axe;Produits de coiffure;1500;2022-12-30 08:15:00.0000000
2388;Idris Bello;Male;Soin contour des yeux L'Oréal;Produits de soin pour le visage;2500;2022-12-26 01:23:00.0000000
2389;Dean Cook;Male;Sac de pommes de terre;Légumes;1000;2022-11-11 21:08:00.0000000
2390;Peter Hill;Male;Baume réparateur pour les mains Biafine;Produits de soin pour les mains;1000;2022-11-30 13:29:00.0000000
2391;Ayanda Dlamini;Female;Saucisson au roquefort;Charcuterie;1400;2022-12-03 06:22:00.0000000
2392;Kwesi Anang;Male;Saucisse de canard fumée;Charcuterie;1600;2022-11-17 10:00:00.0000000
2393;Aisha Abubakar;Female;Rillettes de thon à l'huile d'olive;Charcuterie;1500;2022-11-04 03:46:00.0000000
2394;Maria Martinez;Female;Sachet de graines de chia;Condiment;1000;2022-11-08 02:20:00.0000000
2395;Emeka Diop;Male;Jambon du Bourbonnais;Charcuterie;2000;2022-12-14 15:22:00.0000000
2396;Kwabena Osei;Male;Démaquillant yeux bi-phasé waterproof L'Oréal;Produits de démaquillage;1200;2022-11-30 09:24:00.0000000
2397;Fanta Camara;Female;Jambon de Luxeuil;Charcuterie;2000;2022-11-24 20:38:00.0000000
2398;Christopher Wilson;Male;Saucisse au poivre;Charcuterie;1600;2022-12-17 16:30:00.0000000
2399;Ashley Garcia;Female;Boîte de céréales pour petit déjeuner;Alimentation;1500;2022-11-04 03:28:00.0000000
2400;Ashley Johnson;Female;Pâté de lièvre;Charcuterie;1800;2022-11-30 05:23:00.0000000
2401;Aaron Coleman;Male;Bouteille de bière Guinness;Bière;1000;2022-11-13 04:58:00.0000000
2402;Caitlin Cox;Female;Saucisse au poivre;Charcuterie;1600;2022-11-28 19:06:00.0000000
2403;Amaechi Okafor;Female;Jambon de Vendée;Charcuterie;1500;2022-12-05 02:11:00.0000000
2404;Mohammed Maalouf;Male;Paquet de couches Pampers;Hygiène;2500;2022-11-12 19:41:00.0000000
2405;Ronald Scott;Male;Lingettes démaquillantes biodégradables à l'huile d'amande Neutrogena;Produits de démaquillage;800;2022-11-19 20:18:00.0000000
2406;Adiza Sow;Female;Sachet de grains de café arabica;Café;1000;2022-12-24 18:53:00.0000000
2407;Adjoa Boateng;Female;Sachet de lait en poudre Nido;Lait;1500;2022-12-14 12:26:00.0000000
2408;Anna Hall;Female;Rillettes de canard au poivre vert;Charcuterie;1500;2022-11-24 21:43:00.0000000
2409;Chinedu Okoro;Male;Masque purifiant à l'argile L'Oréal;Produits de soin pour le visage;1800;2022-11-12 20:06:00.0000000
2410;Adam Scott;Male;Gel douche hydratant Dove;Produits de douche;1200;2022-11-22 11:41:00.0000000
2411;Alyssa Morris;Female;Paquet de biscottes;Biscuits;750;2022-11-03 13:31:00.0000000
2412;Daniel Jones;Male;Terrine de pintade;Charcuterie;1600;2022-12-24 00:27:00.0000000
2413;Ellie Mitchell;Female;Saucisson à l'anis;Charcuterie;1400;2022-11-21 17:58:00.0000000
2414;Fanta Camara;Female;Boudin noir;Charcuterie;1500;2022-11-24 13:37:00.0000000
2415;Oumar Camara;Male;Crème anti-âge L'Oréal;Produits de soin pour le visage;2500;2022-12-07 01:24:00.0000000
2416;Vincent Lopez;Male;Bouteille d'huile Aya;Huile;3750;2022-12-31 20:01:00.0000000
2417;Adjoa Boateng;Female;Terrine de lapin;Charcuterie;1600;2022-11-04 23:03:00.0000000
2418;Chiamaka Adewale;Female;Sachet de thé Lipton;Thé;500;2022-12-09 15:53:00.0000000
2419;Ngozi Nwadike;Female;Dentifrice Signal;Produits d'hygiène dentaire;500;2022-11-10 04:37:00.0000000
2420;Adrian Green;Male;Déodorant Rexona;Produits d'hygiène;800;2022-12-21 14:32:00.0000000
2421;Allison Ross;Female;Saucisse de Lyon;Charcuterie;1600;2022-12-30 05:29:00.0000000
2422;Christian Wright;Male;Crème solaire visage et corps biodégradable La Roche-Posay;Produits de protection solaire;2000;2022-11-18 03:52:00.0000000
2423;Adama Ba;Female;Saucisson de Lyon;Charcuterie;1400;2022-12-28 19:54:00.0000000
2424;Nneka Eze;Female;Lingettes démaquillantes réutilisables Garnier;Produits de démaquillage;800;2022-12-10 12:57:00.0000000
2425;Osei Mensah;Male;Savon exfoliant Neutrogena;Produits de douche;1000;2022-11-01 21:18:00.0000000
2426;Ruth Foster;Female;Saucisse de Lyon;Charcuterie;1600;2022-11-29 18:09:00.0000000
2427;Henry Thompson;Male;Pâté de lapin aux herbes de Provence;Charcuterie;1800;2022-12-01 20:20:00.0000000
2428;Eugene Washington;Male;Paquet de café Nescafé;Café;1500;2022-11-16 04:53:00.0000000
2429;Fatima Nkrumah;Female;Rillettes de thon au basilic;Charcuterie;1500;2022-12-21 05:23:00.0000000
2430;Chinedu Okoro;Male;Pâté de chevreuil;Charcuterie;1800;2022-12-04 08:22:00.0000000
2431;Amelia Lopez;Female;Pâté en croûte;Charcuterie;1800;2022-11-03 05:58:00.0000000
2432;Bobby Howard;Male;Gel douche exfoliant Nivea;Produits de douche;1200;2022-12-05 21:21:00.0000000
2433;Sophia Davis;Female;Démaquillant bi-phasé Maybelline;Produits de démaquillage;1200;2022-12-10 06:23:00.0000000
2434;Fanta Diallo;Female;Gel douche exfoliant Nivea;Produits de douche;1200;2022-12-24 00:37:00.0000000
2435;Sophia Davis;Female;Sachet de piment en poudre;Condiment;500;2022-11-13 02:36:00.0000000
2436;Kwaku Amponsah;Female;Pain de savon Lux;Hygiène;500;2022-12-17 17:43:00.0000000
2437;Roy Collins;Male;Crème pour les mains Neutrogena;Produits de soin pour les mains;1000;2022-11-26 09:37:00.0000000
2438;Kwaku Amponsah;Female;Rosette;Charcuterie;1800;2022-11-02 04:33:00.0000000
2439;Justin Adams;Male;Saucisse sèche;Charcuterie;1700;2022-12-19 05:41:00.0000000
2440;Zara Nkrumah;Female;Baume pour les lèvres Carmex;Produits de soin des lèvres;700;2022-12-28 13:09:00.0000000
2441;Grayson Perez;Male;Crème anti-rides Nivea;Produits de soin pour le visage;2500;2022-12-16 09:09:00.0000000
2442;Musa Abubakar;Male;Pâté de canard;Charcuterie;1500;2022-11-04 11:55:00.0000000
2443;Ayanda Dlamini;Female;Pâté de sanglier;Charcuterie;1800;2022-12-31 19:21:00.0000000
2444;Babatunde Balogun;Male;Petite bouteille de Coca-Cola;Boisson;500;2022-12-05 07:30:00.0000000
2445;Lucas Anderson;Male;Soin anti-fatigue pour le visage Nivea;Produits de soin pour le visage;2500;2022-12-20 19:47:00.0000000
2446;Yaa Mohammed;Female;Sachet de thé Lipton;Thé;500;2022-12-27 18:03:00.0000000
2447;Fatoumata Diagne;Female;Gel douche exfoliant au sel marin Neutrogena;Produits de douche;1200;2022-11-09 21:14:00.0000000
2448;Mary Taylor;Female;Crème pour les pieds à l'urée Scholl;Produits de soin pour les pieds;1500;2022-12-25 02:01:00.0000000
2449;Steven James;Male;Lingettes démaquillantes à l'eau micellaire Garnier;Produits de démaquillage;800;2022-11-13 11:59:00.0000000
